"sreg","ac_full_type","msn","body_type","type_of_big_part","ori_position","created_on","start_period","end_period","flight_cycle","flight_hour"
PK-GRR,Bombardier-CRJ-1000,"19042",NB,LG,,2019-12-25 11:34:29,2019-11-01 00:00:00,2019-11-30 00:00:00,63,"094:51:00"
PK-GNO,B737-800NG,"41800",NB,AIRFRAME,,2020-01-10 07:41:32,2019-12-01 00:00:00,2019-12-31 00:00:00,164,"177:38:00"
PK-GNO,B737-800NG,"41800",NB,APU,,2020-01-10 07:41:32,2019-12-01 00:00:00,2019-12-31 00:00:00,49,"058:00:00"
PK-GNO,B737-800NG,"41800",NB,LG,,2020-01-10 07:41:32,2019-12-01 00:00:00,2019-12-31 00:00:00,164,"177:38:00"
PK-GNO,B737-800NG,"41800",NB,ENGINE,Pos 1,2020-01-10 07:41:32,2019-12-01 00:00:00,2019-12-31 00:00:00,0,"000:00:00"
PK-GNO,B737-800NG,"41800",NB,ENGINE,Pos 2,2020-01-10 07:41:32,2019-12-01 00:00:00,2019-12-31 00:00:00,167,"186:27:00"
PK-GID,Boeing 777-300ER,"29146",WB,AIRFRAME,,2019-12-03 10:11:39,2019-10-01 00:00:00,2019-10-31 00:00:00,38,"327:26:00"
PK-GID,Boeing 777-300ER,"29146",WB,APU,,2019-12-03 10:11:39,2019-10-01 00:00:00,2019-10-31 00:00:00,62,"133:00:00"
PK-GID,Boeing 777-300ER,"29146",WB,ENGINE,Pos 1,2019-12-03 10:11:39,2019-10-01 00:00:00,2019-10-31 00:00:00,34,"256:21:00"
PK-GID,Boeing 777-300ER,"29146",WB,ENGINE,Pos 2,2019-12-03 10:11:39,2019-10-01 00:00:00,2019-10-31 00:00:00,6,"024:01:00"
PK-GID,Boeing 777-300ER,"29146",WB,LG,,2019-12-03 10:11:39,2019-10-01 00:00:00,2019-10-31 00:00:00,38,"327:26:00"
PK-GFR,B737-800NG,"39417",NB,AIRFRAME,,2019-11-28 06:48:57,2019-10-01 00:00:00,2019-10-31 00:00:00,87,"145:39:00"
PK-GFR,B737-800NG,"39417",NB,ENGINE,Pos 1,2019-11-28 06:48:57,2019-10-01 00:00:00,2019-10-31 00:00:00,113,"231:46:00"
PK-GFR,B737-800NG,"39417",NB,ENGINE,Pos 2,2019-11-28 06:48:57,2019-10-01 00:00:00,2019-10-31 00:00:00,129,"228:46:00"
PK-GFR,B737-800NG,"39417",NB,APU,,2019-11-28 06:48:57,2019-10-01 00:00:00,2019-10-31 00:00:00,270,"360:00:00"
PK-GFR,B737-800NG,"39417",NB,LG,,2019-11-28 06:48:57,2019-10-01 00:00:00,2019-10-31 00:00:00,87,"145:39:00"
PK-GAK,ATR72-600,"1249",NB,AIRFRAME,,2020-01-07 15:13:14,2019-12-01 00:00:00,2019-12-31 00:00:00,20,"012:24:00"
PK-GAK,ATR72-600,"1249",NB,ENGINE,Pos 1,2020-01-07 15:13:14,2019-12-01 00:00:00,2019-12-31 00:00:00,20,"012:24:00"
PK-GAK,ATR72-600,"1249",NB,ENGINE,Pos 2,2020-01-07 15:13:14,2019-12-01 00:00:00,2019-12-31 00:00:00,20,"012:24:00"
PK-GAK,ATR72-600,"1249",NB,LG,,2020-01-07 15:13:14,2019-12-01 00:00:00,2019-12-31 00:00:00,20,"012:24:00"
PK-GAK,ATR72-600,"1249",NB,PROPELLER,,2020-01-07 15:13:14,2019-12-01 00:00:00,2019-12-31 00:00:00,20,"012:24:00"
PK-GIA,Boeing 777-300ER,"40074",WB,AIRFRAME,,2020-01-10 07:47:02,2019-12-01 00:00:00,2019-12-31 00:00:00,42,"310:07:00"
PK-GIA,Boeing 777-300ER,"40074",WB,APU,,2020-01-10 07:47:02,2019-12-01 00:00:00,2019-12-31 00:00:00,76,"146:00:00"
PK-GIA,Boeing 777-300ER,"40074",WB,ENGINE,Pos 1,2020-01-10 07:47:02,2019-12-01 00:00:00,2019-12-31 00:00:00,42,"310:07:00"
PK-GIA,Boeing 777-300ER,"40074",WB,ENGINE,Pos 2,2020-01-10 07:47:02,2019-12-01 00:00:00,2019-12-31 00:00:00,30,"167:03:00"
PK-GIA,Boeing 777-300ER,"40074",WB,LG,,2020-01-10 07:47:02,2019-12-01 00:00:00,2019-12-31 00:00:00,42,"310:07:00"
PK-GNS,B737-800NG,"41607",NB,AIRFRAME,,2019-12-18 07:55:08,2019-11-01 00:00:00,2019-11-30 00:00:00,166,"184:43:00"
PK-GNS,B737-800NG,"41607",NB,APU,,2019-12-18 07:55:08,2019-11-01 00:00:00,2019-11-30 00:00:00,303,"406:00:00"
PK-GNS,B737-800NG,"41607",NB,LG,,2019-12-18 07:55:08,2019-11-01 00:00:00,2019-11-30 00:00:00,166,"184:43:00"
PK-GNS,B737-800NG,"41607",NB,ENGINE,Pos 1,2019-12-18 07:55:08,2019-11-01 00:00:00,2019-11-30 00:00:00,123,"178:27:00"
PK-GNS,B737-800NG,"41607",NB,ENGINE,Pos 2,2019-12-18 07:55:08,2019-11-01 00:00:00,2019-11-30 00:00:00,171,"189:55:00"
PK-GNT,B737-800NG,"41806",NB,AIRFRAME,,2019-12-18 07:58:59,2019-11-01 00:00:00,2019-11-30 00:00:00,117,"176:25:00"
PK-GNT,B737-800NG,"41806",NB,APU,,2019-12-18 07:58:59,2019-11-01 00:00:00,2019-11-30 00:00:00,285,"412:00:00"
PK-GNT,B737-800NG,"41806",NB,LG,,2019-12-18 07:58:59,2019-11-01 00:00:00,2019-11-30 00:00:00,117,"176:25:00"
PK-GNT,B737-800NG,"41806",NB,ENGINE,Pos 1,2019-12-18 07:58:59,2019-11-01 00:00:00,2019-11-30 00:00:00,124,"268:55:00"
PK-GNT,B737-800NG,"41806",NB,ENGINE,Pos 2,2019-12-18 07:58:59,2019-11-01 00:00:00,2019-11-30 00:00:00,168,"192:36:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,AIRFRAME,,2019-12-25 11:38:06,2019-11-01 00:00:00,2019-11-30 00:00:00,88,"079:18:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,APU,,2019-12-25 11:38:06,2019-11-01 00:00:00,2019-11-30 00:00:00,125,"125:00:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,ENGINE,Pos 1,2019-12-25 11:38:06,2019-11-01 00:00:00,2019-11-30 00:00:00,88,"079:18:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,ENGINE,Pos 2,2019-12-25 11:38:06,2019-11-01 00:00:00,2019-11-30 00:00:00,88,"079:18:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,LG,,2019-12-25 11:38:06,2019-11-01 00:00:00,2019-11-30 00:00:00,88,"079:18:00"
PK-GNK,B737-800NG,"41798",NB,AIRFRAME,,2019-11-28 07:09:24,2019-10-01 00:00:00,2019-10-31 00:00:00,173,"201:11:00"
PK-GNK,B737-800NG,"41798",NB,APU,,2019-11-28 07:09:24,2019-10-01 00:00:00,2019-10-31 00:00:00,146,"259:00:00"
PK-GNK,B737-800NG,"41798",NB,LG,,2019-11-28 07:09:24,2019-10-01 00:00:00,2019-10-31 00:00:00,173,"201:11:00"
PK-GNK,B737-800NG,"41798",NB,ENGINE,Pos 1,2019-11-28 07:09:24,2019-10-01 00:00:00,2019-10-31 00:00:00,139,"253:36:00"
PK-GNK,B737-800NG,"41798",NB,ENGINE,Pos 2,2019-11-28 07:09:24,2019-10-01 00:00:00,2019-10-31 00:00:00,184,"210:57:00"
PK-GAN,ATR72-600,"1321",NB,AIRFRAME,,2020-01-07 15:24:55,2019-12-01 00:00:00,2019-12-31 00:00:00,16,"009:35:00"
PK-GAN,ATR72-600,"1321",NB,ENGINE,Pos 1,2020-01-07 15:24:55,2019-12-01 00:00:00,2019-12-31 00:00:00,16,"009:35:00"
PK-GAN,ATR72-600,"1321",NB,ENGINE,Pos 2,2020-01-07 15:24:55,2019-12-01 00:00:00,2019-12-31 00:00:00,16,"009:35:00"
PK-GAN,ATR72-600,"1321",NB,LG,,2020-01-07 15:24:55,2019-12-01 00:00:00,2019-12-31 00:00:00,16,"009:35:00"
PK-GAN,ATR72-600,"1321",NB,PROPELLER,,2020-01-07 15:24:55,2019-12-01 00:00:00,2019-12-31 00:00:00,16,"009:35:00"
PK-GMY,B737-800NG,"38884",NB,AIRFRAME,,2020-02-07 16:12:41,2020-01-01 00:00:00,2020-01-31 00:00:00,177,"205:23:00"
PK-GMY,B737-800NG,"38884",NB,APU,,2020-02-07 16:12:41,2020-01-01 00:00:00,2020-01-31 00:00:00,227,"318:00:00"
PK-GMY,B737-800NG,"38884",NB,ENGINE,Pos 1,2020-02-07 16:12:41,2020-01-01 00:00:00,2020-01-31 00:00:00,139,"215:25:00"
PK-GMY,B737-800NG,"38884",NB,ENGINE,Pos 2,2020-02-07 16:12:41,2020-01-01 00:00:00,2020-01-31 00:00:00,134,"245:58:00"
PK-GMY,B737-800NG,"38884",NB,LG,,2020-02-07 16:12:41,2020-01-01 00:00:00,2020-01-31 00:00:00,177,"205:23:00"
PK-GIC,Boeing 777-300ER,"40075",WB,AIRFRAME,,2020-02-22 07:57:49,2020-01-01 00:00:00,2020-01-31 00:00:00,53,"393:35:00"
PK-GIC,Boeing 777-300ER,"40075",WB,APU,,2020-02-22 07:57:49,2020-01-01 00:00:00,2020-01-31 00:00:00,89,"143:00:00"
PK-GIC,Boeing 777-300ER,"40075",WB,ENGINE,Pos 1,2020-02-22 07:57:49,2020-01-01 00:00:00,2020-01-31 00:00:00,32,"238:38:00"
PK-GIC,Boeing 777-300ER,"40075",WB,ENGINE,Pos 2,2020-02-22 07:57:49,2020-01-01 00:00:00,2020-01-31 00:00:00,32,"238:38:00"
PK-GIC,Boeing 777-300ER,"40075",WB,LG,,2020-02-22 07:57:49,2020-01-01 00:00:00,2020-01-31 00:00:00,53,"393:35:00"
PK-GMC,B737-800NG,"30155",NB,APU,,2020-02-26 14:57:47,2019-11-01 00:00:00,2019-11-30 00:00:00,390,"537:00:00"
PK-GMC,B737-800NG,"30155",NB,LG,,2020-02-26 14:57:47,2019-11-01 00:00:00,2019-11-30 00:00:00,116,"232:42:00"
PK-GMC,B737-800NG,"30155",NB,ENGINE,Pos 1,2020-02-26 14:57:47,2019-11-01 00:00:00,2019-11-30 00:00:00,113,"204:05:00"
PK-GMC,B737-800NG,"30155",NB,ENGINE,Pos 2,2020-02-26 14:57:47,2019-11-01 00:00:00,2019-11-30 00:00:00,106,"183:19:00"
PK-GIC,Boeing 777-300ER,"40075",WB,AIRFRAME,,2020-01-10 07:54:57,2019-12-01 00:00:00,2019-12-31 00:00:00,30,"167:03:00"
PK-GIC,Boeing 777-300ER,"40075",WB,APU,,2020-01-10 07:54:57,2019-12-01 00:00:00,2019-12-31 00:00:00,92,"169:00:00"
PK-GIC,Boeing 777-300ER,"40075",WB,ENGINE,Pos 1,2020-01-10 07:54:57,2019-12-01 00:00:00,2019-12-31 00:00:00,41,"269:39:00"
PK-GIC,Boeing 777-300ER,"40075",WB,ENGINE,Pos 2,2020-01-10 07:54:57,2019-12-01 00:00:00,2019-12-31 00:00:00,41,"269:39:00"
PK-GIC,Boeing 777-300ER,"40075",WB,LG,,2020-01-10 07:54:57,2019-12-01 00:00:00,2019-12-31 00:00:00,30,"167:03:00"
PK-GNV,B737-800NG,"41815",NB,AIRFRAME,,2019-12-18 08:05:00,2019-11-01 00:00:00,2019-11-30 00:00:00,128,"256:50:00"
PK-GNV,B737-800NG,"41815",NB,APU,,2019-12-18 08:05:00,2019-11-01 00:00:00,2019-11-30 00:00:00,278,"352:00:00"
PK-GNV,B737-800NG,"41815",NB,LG,,2019-12-18 08:05:00,2019-11-01 00:00:00,2019-11-30 00:00:00,128,"256:50:00"
PK-GNV,B737-800NG,"41815",NB,ENGINE,Pos 1,2019-12-18 08:05:00,2019-11-01 00:00:00,2019-11-30 00:00:00,128,"256:50:00"
PK-GNV,B737-800NG,"41815",NB,ENGINE,Pos 2,2019-12-18 08:05:00,2019-11-01 00:00:00,2019-11-30 00:00:00,128,"256:50:00"
PK-GNU,B737-800NG,"41812",NB,AIRFRAME,,2019-12-18 08:02:22,2019-11-01 00:00:00,2019-11-30 00:00:00,168,"192:36:00"
PK-GNU,B737-800NG,"41812",NB,APU,,2019-12-18 08:02:22,2019-11-01 00:00:00,2019-11-30 00:00:00,124,"162:00:00"
PK-GNU,B737-800NG,"41812",NB,LG,,2019-12-18 08:02:22,2019-11-01 00:00:00,2019-11-30 00:00:00,168,"192:36:00"
PK-GNU,B737-800NG,"41812",NB,ENGINE,Pos 1,2019-12-18 08:02:22,2019-11-01 00:00:00,2019-11-30 00:00:00,131,"198:11:00"
PK-GNU,B737-800NG,"41812",NB,ENGINE,Pos 2,2019-12-18 08:02:22,2019-11-01 00:00:00,2019-11-30 00:00:00,93,"125:10:00"
PK-GID,Boeing 777-300ER,"29146",WB,AIRFRAME,,2019-12-18 08:10:30,2019-11-01 00:00:00,2019-11-30 00:00:00,28,"160:22:00"
PK-GID,Boeing 777-300ER,"29146",WB,APU,,2019-12-18 08:10:30,2019-11-01 00:00:00,2019-11-30 00:00:00,76,"154:00:00"
PK-GID,Boeing 777-300ER,"29146",WB,ENGINE,Pos 1,2019-12-18 08:10:30,2019-11-01 00:00:00,2019-11-30 00:00:00,22,"172:43:00"
PK-GID,Boeing 777-300ER,"29146",WB,ENGINE,Pos 2,2019-12-18 08:10:30,2019-11-01 00:00:00,2019-11-30 00:00:00,26,"212:09:00"
PK-GID,Boeing 777-300ER,"29146",WB,LG,,2019-12-18 08:10:30,2019-11-01 00:00:00,2019-11-30 00:00:00,28,"160:22:00"
PK-GRT,Bombardier-CRJ-1000,"19044",NB,AIRFRAME,,2019-12-25 11:41:44,2019-11-01 00:00:00,2019-11-30 00:00:00,51,"063:29:00"
PK-GRT,Bombardier-CRJ-1000,"19044",NB,APU,,2019-12-25 11:41:44,2019-11-01 00:00:00,2019-11-30 00:00:00,0,"000:00:00"
PK-GRT,Bombardier-CRJ-1000,"19044",NB,ENGINE,Pos 1,2019-12-25 11:41:44,2019-11-01 00:00:00,2019-11-30 00:00:00,51,"063:29:00"
PK-GRT,Bombardier-CRJ-1000,"19044",NB,ENGINE,Pos 2,2019-12-25 11:41:44,2019-11-01 00:00:00,2019-11-30 00:00:00,51,"063:29:00"
PK-GRT,Bombardier-CRJ-1000,"19044",NB,LG,,2019-12-25 11:41:44,2019-11-01 00:00:00,2019-11-30 00:00:00,51,"063:29:00"
PK-GAO,ATR72-600,"1329",NB,AIRFRAME,,2020-01-07 15:33:37,2019-12-01 00:00:00,2019-12-31 00:00:00,0,"000:00:00"
PK-GAO,ATR72-600,"1329",NB,ENGINE,Pos 1,2020-01-07 15:33:37,2019-12-01 00:00:00,2019-12-31 00:00:00,0,"000:00:00"
PK-GAO,ATR72-600,"1329",NB,ENGINE,Pos 2,2020-01-07 15:33:37,2019-12-01 00:00:00,2019-12-31 00:00:00,0,"000:00:00"
PK-GMC,B737-800NG,"30155",NB,AIRFRAME,,2020-02-26 15:05:02,2020-01-01 00:00:00,2020-01-31 00:00:00,103,"222:00:00"
PK-GAO,ATR72-600,"1329",NB,LG,,2020-01-07 15:33:37,2019-12-01 00:00:00,2019-12-31 00:00:00,0,"000:00:00"
PK-GAO,ATR72-600,"1329",NB,PROPELLER,,2020-01-07 15:33:37,2019-12-01 00:00:00,2019-12-31 00:00:00,0,"000:00:00"
PK-GND,B737-800NG,"41794",NB,AIRFRAME,,2020-02-07 16:14:56,2020-01-01 00:00:00,2020-01-31 00:00:00,75,"083:17:00"
PK-GND,B737-800NG,"41794",NB,ENGINE,Pos 1,2020-02-07 16:14:56,2020-01-01 00:00:00,2020-01-31 00:00:00,84,"106:04:00"
PK-GND,B737-800NG,"41794",NB,ENGINE,Pos 2,2020-02-07 16:14:56,2020-01-01 00:00:00,2020-01-31 00:00:00,130,"222:12:00"
PK-GND,B737-800NG,"41794",NB,APU,,2020-02-07 16:14:56,2020-01-01 00:00:00,2020-01-31 00:00:00,65,"101:00:00"
PK-GPV,Airbus 330-300,"1577",WB,AIRFRAME,,2020-01-10 08:00:41,2019-12-01 00:00:00,2019-12-31 00:00:00,71,"306:07:00"
PK-GPV,Airbus 330-300,"1577",WB,APU,,2020-01-10 08:00:41,2019-12-01 00:00:00,2019-12-31 00:00:00,112,"167:00:00"
PK-GPV,Airbus 330-300,"1577",WB,LG,,2020-01-10 08:00:41,2019-12-01 00:00:00,2019-12-31 00:00:00,71,"306:07:00"
PK-GPV,Airbus 330-300,"1577",WB,ENGINE,Pos 1,2020-01-10 08:00:41,2019-12-01 00:00:00,2019-12-31 00:00:00,71,"306:07:00"
PK-GPV,Airbus 330-300,"1577",WB,ENGINE,Pos 2,2020-01-10 08:00:41,2019-12-01 00:00:00,2019-12-31 00:00:00,42,"125:05:00"
PK-GND,B737-800NG,"41794",NB,LG,,2020-02-07 16:14:56,2020-01-01 00:00:00,2020-01-31 00:00:00,75,"083:17:00"
PK-GMA,B737-800NG,"30151",NB,AIRFRAME,,2020-02-24 14:31:25,2019-10-01 00:00:00,2019-10-31 00:00:00,150,"270:40:00"
PK-GMA,B737-800NG,"30151",NB,ENGINE,Pos 1,2020-02-24 14:31:25,2019-10-01 00:00:00,2019-10-31 00:00:00,103,"168:32:00"
PK-GMA,B737-800NG,"30151",NB,APU,,2020-02-24 14:31:25,2019-10-01 00:00:00,2019-10-31 00:00:00,202,"276:00:00"
PK-GMA,B737-800NG,"30151",NB,LG,,2020-02-24 14:31:25,2019-10-01 00:00:00,2019-10-31 00:00:00,150,"270:40:00"
PK-GAF,ATR72-600,"1152",NB,AIRFRAME,,2019-12-25 13:20:37,2019-11-01 00:00:00,2019-11-30 00:00:00,0,"000:00:00"
PK-GAF,ATR72-600,"1152",NB,ENGINE,Pos 1,2019-12-25 13:20:37,2019-11-01 00:00:00,2019-11-30 00:00:00,0,"000:00:00"
PK-GAF,ATR72-600,"1152",NB,ENGINE,Pos 2,2019-12-25 13:20:37,2019-11-01 00:00:00,2019-11-30 00:00:00,0,"000:00:00"
PK-GAF,ATR72-600,"1152",NB,LG,,2019-12-25 13:20:37,2019-11-01 00:00:00,2019-11-30 00:00:00,0,"000:00:00"
PK-GAF,ATR72-600,"1152",NB,PROPELLER,,2019-12-25 13:20:37,2019-11-01 00:00:00,2019-11-30 00:00:00,0,"000:00:00"
PK-GNP,B737-800NG,"41605",NB,AIRFRAME,,2020-01-10 08:03:04,2019-12-01 00:00:00,2019-12-31 00:00:00,133,"223:16:00"
PK-GNP,B737-800NG,"41605",NB,APU,,2020-01-10 08:03:04,2019-12-01 00:00:00,2019-12-31 00:00:00,0,"000:00:00"
PK-GNP,B737-800NG,"41605",NB,LG,,2020-01-10 08:03:04,2019-12-01 00:00:00,2019-12-31 00:00:00,133,"223:16:00"
PK-GNP,B737-800NG,"41605",NB,ENGINE,Pos 1,2020-01-10 08:03:04,2019-12-01 00:00:00,2019-12-31 00:00:00,128,"238:28:00"
PK-GNP,B737-800NG,"41605",NB,ENGINE,Pos 2,2020-01-10 08:03:04,2019-12-01 00:00:00,2019-12-31 00:00:00,135,"157:56:00"
PK-GNT,B737-800NG,"41806",NB,AIRFRAME,,2020-01-10 08:09:25,2019-12-01 00:00:00,2019-12-31 00:00:00,128,"238:28:00"
PK-GNT,B737-800NG,"41806",NB,APU,,2020-01-10 08:09:25,2019-12-01 00:00:00,2019-12-31 00:00:00,185,"244:00:00"
PK-GNT,B737-800NG,"41806",NB,LG,,2020-01-10 08:09:25,2019-12-01 00:00:00,2019-12-31 00:00:00,128,"238:28:00"
PK-GNT,B737-800NG,"41806",NB,ENGINE,Pos 1,2020-01-10 08:09:25,2019-12-01 00:00:00,2019-12-31 00:00:00,137,"242:10:00"
PK-GNT,B737-800NG,"41806",NB,ENGINE,Pos 2,2020-01-10 08:09:25,2019-12-01 00:00:00,2019-12-31 00:00:00,153,"179:18:00"
PK-GNV,B737-800NG,"41815",NB,AIRFRAME,,2020-01-10 08:16:53,2019-12-01 00:00:00,2019-12-31 00:00:00,136,"232:05:00"
PK-GNV,B737-800NG,"41815",NB,APU,,2020-01-10 08:16:53,2019-12-01 00:00:00,2019-12-31 00:00:00,159,"240:00:00"
PK-GNV,B737-800NG,"41815",NB,LG,,2020-01-10 08:16:53,2019-12-01 00:00:00,2019-12-31 00:00:00,136,"232:05:00"
PK-GNV,B737-800NG,"41815",NB,ENGINE,Pos 1,2020-01-10 08:16:53,2019-12-01 00:00:00,2019-12-31 00:00:00,136,"232:05:00"
PK-GNV,B737-800NG,"41815",NB,ENGINE,Pos 2,2020-01-10 08:16:53,2019-12-01 00:00:00,2019-12-31 00:00:00,136,"232:05:00"
PK-GMA,B737-800NG,"30151",NB,ENGINE,Pos 2,2020-02-24 14:31:25,2019-10-01 00:00:00,2019-10-31 00:00:00,153,"259:07:00"
PK-GMC,B737-800NG,"30155",NB,AIRFRAME,,2020-02-26 15:03:05,2019-12-01 00:00:00,2019-12-31 00:00:00,128,"249:39:00"
PK-GMC,B737-800NG,"30155",NB,APU,,2020-02-26 15:03:05,2019-12-01 00:00:00,2019-12-31 00:00:00,146,"212:00:00"
PK-GMC,B737-800NG,"30155",NB,LG,,2020-02-26 15:03:05,2019-12-01 00:00:00,2019-12-31 00:00:00,138,"263:35:00"
PK-GMC,B737-800NG,"30155",NB,ENGINE,Pos 1,2020-02-26 15:03:05,2019-12-01 00:00:00,2019-12-31 00:00:00,53,"091:48:00"
PK-GMC,B737-800NG,"30155",NB,ENGINE,Pos 2,2020-02-26 15:03:05,2019-12-01 00:00:00,2019-12-31 00:00:00,125,"156:01:00"
PK-GFI,B737-800NG,"36805",NB,AIRFRAME,,2020-02-26 17:52:24,2020-01-01 00:00:00,2020-01-31 00:00:00,113,"192:51:00"
PK-GIH,Boeing 777-300ER,"21944",WB,AIRFRAME,,2019-12-05 03:26:16,2019-10-01 00:00:00,2019-10-31 00:00:00,16,"150:40:00"
PK-GIH,Boeing 777-300ER,"21944",WB,APU,,2019-12-05 03:26:16,2019-10-01 00:00:00,2019-10-31 00:00:00,31,"059:00:00"
PK-GIH,Boeing 777-300ER,"21944",WB,ENGINE,Pos 1,2019-12-05 03:26:16,2019-10-01 00:00:00,2019-10-31 00:00:00,16,"150:40:00"
PK-GIH,Boeing 777-300ER,"21944",WB,ENGINE,Pos 2,2019-12-05 03:26:16,2019-10-01 00:00:00,2019-10-31 00:00:00,16,"150:40:00"
PK-GIH,Boeing 777-300ER,"21944",WB,LG,,2019-12-05 03:26:16,2019-10-01 00:00:00,2019-10-31 00:00:00,16,"150:40:00"
PK-GFI,B737-800NG,"36805",NB,APU,,2020-02-26 17:52:24,2020-01-01 00:00:00,2020-01-31 00:00:00,209,"266:00:00"
PK-GFI,B737-800NG,"36805",NB,LG,,2020-02-26 17:52:24,2020-01-01 00:00:00,2020-01-31 00:00:00,113,"192:51:00"
PK-GFI,B737-800NG,"36805",NB,ENGINE,Pos 1,2020-02-26 17:52:24,2020-01-01 00:00:00,2020-01-31 00:00:00,162,"176:05:00"
PK-GFI,B737-800NG,"36805",NB,ENGINE,Pos 2,2020-02-26 17:52:24,2020-01-01 00:00:00,2020-01-31 00:00:00,163,"184:14:00"
PK-GAE,ATR72-600,"1149",NB,ENGINE,Pos 2,2020-02-27 14:02:51,2020-01-01 00:00:00,2020-01-31 00:00:00,0,"000:00:00"
PK-GAE,ATR72-600,"1149",NB,N-LG,,2020-02-27 14:02:51,2020-01-01 00:00:00,2020-01-31 00:00:00,14,"007:40:00"
PK-GAE,ATR72-600,"1149",NB,RH-LG,,2020-02-27 14:02:51,2020-01-01 00:00:00,2020-01-31 00:00:00,0,"000:00:00"
PK-GAE,ATR72-600,"1149",NB,PROPELLER,,2020-02-27 14:02:51,2020-01-01 00:00:00,2020-01-31 00:00:00,0,"000:00:00"
PK-GAH,ATR72-600,"1181",NB,AIRFRAME,,2020-02-27 15:21:25,2020-01-01 00:00:00,2020-01-31 00:00:00,52,"085:10:00"
PK-GAH,ATR72-600,"1181",NB,ENGINE,Pos 1,2020-02-27 15:21:25,2020-01-01 00:00:00,2020-01-31 00:00:00,52,"085:10:00"
PK-GIG,Boeing 777-300ER,"29143",WB,AIRFRAME,,2019-12-05 03:07:17,2019-10-01 00:00:00,2019-10-31 00:00:00,57,"337:46:00"
PK-GIG,Boeing 777-300ER,"29143",WB,APU,,2019-12-05 03:07:17,2019-10-01 00:00:00,2019-10-31 00:00:00,109,"187:00:00"
PK-GIG,Boeing 777-300ER,"29143",WB,ENGINE,Pos 1,2019-12-05 03:07:17,2019-10-01 00:00:00,2019-10-31 00:00:00,57,"337:46:00"
PK-GIG,Boeing 777-300ER,"29143",WB,ENGINE,Pos 2,2019-12-05 03:07:17,2019-10-01 00:00:00,2019-10-31 00:00:00,57,"337:46:00"
PK-GIG,Boeing 777-300ER,"29143",WB,LG,,2019-12-05 03:07:17,2019-10-01 00:00:00,2019-10-31 00:00:00,57,"337:46:00"
PK-GNS,B737-800NG,"41607",NB,AIRFRAME,,2020-01-10 08:06:50,2019-12-01 00:00:00,2019-12-31 00:00:00,135,"157:56:00"
PK-GNS,B737-800NG,"41607",NB,APU,,2020-01-10 08:06:50,2019-12-01 00:00:00,2019-12-31 00:00:00,84,"128:00:00"
PK-GNS,B737-800NG,"41607",NB,LG,,2020-01-10 08:06:50,2019-12-01 00:00:00,2019-12-31 00:00:00,135,"157:56:00"
PK-GNS,B737-800NG,"41607",NB,ENGINE,Pos 1,2020-01-10 08:06:50,2019-12-01 00:00:00,2019-12-31 00:00:00,132,"174:41:00"
PK-GIA,Boeing 777-300ER,"40074",WB,AIRFRAME,,2019-11-28 08:31:05,2019-10-01 00:00:00,2019-10-31 00:00:00,34,"227:09:00"
PK-GIA,Boeing 777-300ER,"40074",WB,APU,,2019-11-28 08:31:05,2019-10-01 00:00:00,2019-10-31 00:00:00,68,"132:00:00"
PK-GIA,Boeing 777-300ER,"40074",WB,ENGINE,Pos 1,2019-11-28 08:31:05,2019-10-01 00:00:00,2019-10-31 00:00:00,34,"227:09:00"
PK-GIA,Boeing 777-300ER,"40074",WB,ENGINE,Pos 2,2019-11-28 08:31:05,2019-10-01 00:00:00,2019-10-31 00:00:00,34,"256:21:00"
PK-GIA,Boeing 777-300ER,"40074",WB,LG,,2019-11-28 08:31:05,2019-10-01 00:00:00,2019-10-31 00:00:00,34,"227:09:00"
PK-GNS,B737-800NG,"41607",NB,ENGINE,Pos 2,2020-01-10 08:06:50,2019-12-01 00:00:00,2019-12-31 00:00:00,130,"144:10:00"
PK-GAH,ATR72-600,"1181",NB,AIRFRAME,,2019-12-25 13:37:45,2019-11-01 00:00:00,2019-11-30 00:00:00,58,"090:17:00"
PK-GAH,ATR72-600,"1181",NB,ENGINE,Pos 1,2019-12-25 13:37:45,2019-11-01 00:00:00,2019-11-30 00:00:00,58,"090:17:00"
PK-GAH,ATR72-600,"1181",NB,ENGINE,Pos 2,2019-12-25 13:37:45,2019-11-01 00:00:00,2019-11-30 00:00:00,36,"038:51:00"
PK-GAH,ATR72-600,"1181",NB,LG,,2019-12-25 13:37:45,2019-11-01 00:00:00,2019-11-30 00:00:00,58,"090:17:00"
PK-GAH,ATR72-600,"1181",NB,PROPELLER,,2019-12-25 13:37:45,2019-11-01 00:00:00,2019-11-30 00:00:00,58,"090:17:00"
PK-GNU,B737-800NG,"41812",NB,AIRFRAME,,2020-01-10 08:13:32,2019-12-01 00:00:00,2019-12-31 00:00:00,153,"179:18:00"
PK-GNU,B737-800NG,"41812",NB,APU,,2020-01-10 08:13:32,2019-12-01 00:00:00,2019-12-31 00:00:00,0,"000:00:00"
PK-GNU,B737-800NG,"41812",NB,LG,,2020-01-10 08:13:32,2019-12-01 00:00:00,2019-12-31 00:00:00,153,"179:18:00"
